-2.385407315876772127e+00,-1.273729372693287232e+00,6.799835054421543568e+00,-7.386675304369275663e-01,1.320717930619047298e+00,-3.451506522934284504e-01,2.215646333579939231e+00,-1.176295670855175501e+00,-1.121850049619592893e+00,-6.007194634662662569e-01
2.623435770290329039e+00,2.621842542435872225e+00,-1.495490993415138581e+00,6.033010680227049782e+00,-1.609051704499879554e+00,-2.837905388596348999e-01,-9.512047813802868568e-01,1.642869282004896903e+00,-1.208648157701760706e+00,-6.394600194777079194e-01
1.731095493940270069e+00,5.322555176564549573e-01,-5.247631474582185040e-01,6.738782555767538485e-01,-3.581209247618704072e+00,-1.221836489417040678e-01,-8.134338200418143039e-01,-1.148516996537469526e+00,-4.599788896125387438e-01,-1.775217565970964029e-01
-2.458449814353560914e+00,-1.091836208600722502e+00,-1.591220573448630438e+00,-8.240009746723949702e-01,1.238693380049222803e+00,2.022867049313826104e+00,-6.377187456245421160e-01,-1.150501189498743138e+00,-9.963949919094400309e-02,-5.583976135342412217e-01
-2.391264969310863187e+00,-1.255894463202270384e+00,1.614586449041248484e+00,-7.329172979390723430e-01,2.016330810803154128e-01,-2.785107103488015379e-01,-1.154121438393160615e+00,-1.086446490063632808e+00,-3.316200216036130910e-01,7.881324885865632623e-01
-1.223689175964123521e+00,-1.428189298871028523e+00,5.616958814219953633e-02,-1.679416648341402807e+00,6.108314249267787766e-02,-5.237260041881472983e-01,1.870521224581940700e+00,-8.582942580670801513e-01,4.439977737788321832e+00,-4.331621404928038821e-01
-2.390881954277533694e+00,-1.328218141282871745e+00,-1.487676867980400663e+00,-8.595309806245081674e-01,1.003791405730702913e+00,-3.784035553838681620e-01,-1.047576931579977444e+00,-1.092125656426292002e+00,1.070674400690982742e+00,-6.486761755121158712e-01
-2.359030957278782203e+00,-1.246624898381180735e+00,1.284695158371522039e+00,-7.718295756287681941e-01,1.281700704700076132e+00,8.046897529865001397e-01,8.394290635115435606e-01,-1.117219021988179239e+00,-1.016600314735004895e+00,4.097996543001281577e-01
6.900162365794137997e+00,9.854779755705556088e-01,2.646420950633335600e+00,1.326880320071963437e+00,1.151113332047318139e+00,-4.245585381240643552e-01,1.192935056654393478e+00,-1.794253217864435923e+00,5.464835333166063513e+00,-1.070584866570897908e+00
-2.408430283317042342e+00,-1.302873905146053168e+00,-3.724553237803496786e-01,-8.218177948372838992e-01,1.272355435850800465e+00,4.813216061758353592e-01,-3.750964432935363080e-01,-1.118708542149603025e+00,-1.073540378370652970e+00,-5.114166059353704163e-01
3.126854831057178430e+00,5.003493181979058457e-01,-1.451077127177701431e+00,2.240038296022492728e-02,5.146526932389390296e-01,7.568043326194727471e-02,-9.573936758573795558e-01,5.977475783590668196e-02,-7.215638735141403082e-01,1.298364812085716302e+00
-2.195925587823416958e+00,-4.613407596388983678e-01,-1.486603993599566520e+00,-7.087751068282704958e-01,1.307631122843254445e+00,-1.357593565643930300e-01,-6.385834206679935621e-01,-9.615632022638327392e-01,4.091316364547394002e+00,3.014494348551569752e-02
-4.176495296981704852e-01,-6.973275018269515790e-01,-1.451246359514362094e+00,-1.198293733952112916e+00,4.406209736825306145e-01,2.044972715462476387e-01,-3.560727564797032674e-01,-1.164862825634388477e+00,-1.114538841488937226e+00,-4.904324165251391365e-01
-2.366982814040806016e+00,-1.320938516210436786e+00,-1.493878453043359755e+00,-8.857162361746170332e-01,1.123484147567618274e+00,-3.086608221624147497e-01,-7.166670578970926186e-01,-1.095410284904150489e+00,-1.216586461961352672e+00,-4.938832142032769101e-01
-2.356855531850469365e+00,-5.412477909132428211e-01,-1.589928352289317282e+00,3.058380575795215939e-01,1.311310794044226347e+00,-3.673971636446220490e-01,-9.810810147408600690e-01,-1.598618184043499424e+00,3.444824009061946968e-01,-5.944841616862331923e-01
