0.9855305723462195, 0.014469427653780582,  0.9, 0.1
0.5415017706689369, 0.45849822933106305,  0.86, 0.14
0.8163085119343902, 0.18369148806560975,  0.83, 0.17
0.9491132170588389, 0.050886782941161016,  0.65, 0.35
0.9916548028659367, 0.008345197134063419,  0.98, 0.02
0.2719481248430204, 0.7280518751569796,  0.04, 0.96
0.9085046323496608, 0.0914953676503391,  0.94, 0.06
0.7377831135082856, 0.2622168864917141,  0.37, 0.63
0.5153526990597633, 0.4846473009402367,  0.41, 0.59
0.09754822726070167, 0.9024517727392983,  0.4, 0.6
0.9875976065542222, 0.012402393445777767,  0.95, 0.05
0.1216398732869231, 0.878360126713077,  0.04, 0.96
0.5936206693990661, 0.406379330600934,  0.8, 0.2
0.20926024706712207, 0.790739752932878,  0.12, 0.88
0.16010746288089986, 0.8398925371191003,  0.02, 0.98
0.867480340131805, 0.132519659868195,  0.89, 0.11
0.6179849340307273, 0.3820150659692727,  0.62, 0.38
0.5276569766080031, 0.4723430233919969,  0.07, 0.93
0.08971258290162402, 0.910287417098376,  0.04, 0.96
0.696198512206411, 0.3038014877935893,  0.94, 0.06
0.6995512251074179, 0.3004487748925821,  0.58, 0.42
0.9294192072971573, 0.07058079270284275,  0.92, 0.08
0.9903392335346478, 0.009660766465352053,  0.95, 0.05
0.29884267924807273, 0.7011573207519273,  0.02, 0.98
0.2150454157779435, 0.7849545842220567,  0.26, 0.74
0.9671323796117769, 0.0328676203882231,  0.92, 0.08
0.705974639109264, 0.2940253608907359,  0.2, 0.8
0.980929226940093, 0.019070773059906954,  0.93, 0.07
0.9405034975059907, 0.05949650249400919,  0.77, 0.23
0.9055887124238403, 0.09441128757615987,  0.79, 0.21
0.928686712556842, 0.07131328744315794,  0.85, 0.15
0.09361900807381407, 0.9063809919261859,  0.0, 1.0
0.7076289833310498, 0.2923710166689501,  0.85, 0.15
0.3004126010418817, 0.6995873989581185,  0.64, 0.36
0.1739329522056897, 0.8260670477943102,  0.24, 0.76
0.013123271566540803, 0.9868767284334594,  0.28, 0.72
0.00830916071213226, 0.9916908392878679,  0.21, 0.79
0.06370911808446272, 0.9362908819155373,  0.45, 0.55
0.06013215918291625, 0.9398678408170836,  0.55, 0.45
0.9909172593561879, 0.00908274064381209,  0.98, 0.02
0.5495215388446679, 0.450478461155332,  0.87, 0.13
0.6866185415080941, 0.31338145849190596,  0.67, 0.33
0.16059232511119276, 0.8394076748888072,  0.04, 0.96
0.14829392964607235, 0.8517060703539276,  0.08, 0.92
0.7242391355461965, 0.2757608644538035,  0.73, 0.27
0.159526978387167, 0.8404730216128332,  0.08, 0.92
0.017390853348258566, 0.9826091466517414,  0.25, 0.75
0.17632505110271807, 0.8236749488972819,  0.07, 0.93
0.33558828608528896, 0.6644117139147112,  0.37, 0.63
0.0907915613610311, 0.909208438638969,  0.0, 1.0
0.3273876279689511, 0.672612372031049,  0.14, 0.86
0.6377588159912569, 0.36224118400874317,  0.5, 0.5
0.04940783603006828, 0.9505921639699317,  0.25, 0.75
0.04431354555636169, 0.9556864544436382,  0.16, 0.84
0.9690740688312707, 0.030925931168729312,  0.92, 0.08
0.017396962735268716, 0.9826030372647313,  0.21, 0.79
0.7931181575073267, 0.20688184249267322,  0.94, 0.06
0.894644891799631, 0.10535510820036911,  0.87, 0.13
0.9230376950653717, 0.07696230493462825,  0.95, 0.05
0.7863024874424127, 0.21369751255758712,  0.9, 0.1
0.15970554868839615, 0.8402944513116036,  0.06, 0.94
0.09265572831019976, 0.9073442716898004,  0.17, 0.83
0.11394620816171372, 0.8860537918382863,  0.11, 0.89
0.9401223444985998, 0.05987765550140025,  0.95, 0.05
0.054026137172696255, 0.9459738628273038,  0.06, 0.94
0.9756814656278678, 0.024318534372132203,  0.94, 0.06
0.8666825939465638, 0.1333174060534364,  0.91, 0.09
0.24806787055491353, 0.7519321294450866,  0.51, 0.49
0.43516518661595704, 0.564834813384043,  0.66, 0.34
0.3319256026176688, 0.6680743973823312,  0.11, 0.89
0.8487316348147836, 0.15126836518521614,  0.67, 0.33
0.2946086050999499, 0.70539139490005,  0.64, 0.36
0.9917230444298385, 0.008276955570161514,  0.69, 0.31
0.02579926088227562, 0.9742007391177244,  0.23, 0.77
0.1790310148355916, 0.8209689851644085,  0.1, 0.9
0.05413700444385162, 0.9458629955561484,  0.19, 0.81
0.02055354979664742, 0.9794464502033524,  0.6, 0.4
0.32192449811499313, 0.678075501885007,  0.45, 0.55
0.9743294733892248, 0.025670526610775152,  0.95, 0.05
0.21657064449686125, 0.7834293555031387,  0.08, 0.92
0.09324847908563823, 0.9067515209143618,  0.15, 0.85
0.6322624164180779, 0.36773758358192227,  0.06, 0.94
0.9804943313290178, 0.019505668670982246,  0.98, 0.02
0.8794806856653774, 0.12051931433462276,  0.92, 0.08
0.98984200410424, 0.010157995895759971,  0.74, 0.26
0.44587204904191774, 0.5541279509580821,  0.23, 0.77
0.36422957803831585, 0.6357704219616842,  0.67, 0.33
0.2837839569024827, 0.7162160430975173,  0.0, 1.0
0.13560188269542822, 0.8643981173045718,  0.62, 0.38
0.6321108759913097, 0.36788912400869034,  0.47, 0.53
0.3622289200882411, 0.637771079911759,  0.34, 0.66
0.1267648481701506, 0.8732351518298495,  0.04, 0.96
0.1633908775095383, 0.8366091224904617,  0.04, 0.96
0.41930492228905897, 0.5806950777109411,  0.23, 0.77
0.092932704254822, 0.9070672957451781,  0.01, 0.99
0.33272850351412325, 0.6672714964858767,  0.03, 0.97
0.9725899660640374, 0.02741003393596273,  1.0, 0.0
0.9115822896319096, 0.08841771036809049,  0.91, 0.09
0.86366657393389, 0.1363334260661099,  0.61, 0.39
0.23063024468686413, 0.7693697553131359,  0.02, 0.98
0.3546609716867493, 0.6453390283132505,  0.1, 0.9
0.6584841060303736, 0.3415158939696265,  0.68, 0.32
0.2485879679934727, 0.7514120320065273,  0.35, 0.65
0.2398321713239117, 0.7601678286760882,  0.25, 0.75
0.1027250431609414, 0.8972749568390588,  0.04, 0.96
